house_type,state_name,mp_name,constituency_name,allocated_amount,dataset_source
,HARYANA,MP 318 HARYANA,ROHTAK,104479381.22,Allocated_Limit
,ODISHA,MP 319 ODISHA,PURI,48546400.6,Allocated_Limit
,ASSAM,MP 320 ASSAM,DIPHU,141585721.88,Allocated_Limit
,ANDHRA PRADESH,MP 321 ANDHRA P,NELLORE,133752683.55,Allocated_Limit
,TELANGANA,MP 322 TELANGAN,WARANGAL,147144723.95,Allocated_Limit
,MAHARASHTRA,MP 323 MAHARASH,KOLHAPUR,127292606.39,Allocated_Limit
,TAMIL NADU,MP 324 TAMIL NA,TIRUNELVELI,135769944.56,Allocated_Limit
,KARNATAKA,MP 325 KARNATAK,DHARWAD,32974363.43,Allocated_Limit
,UTTAR PRADESH,MP 326 UTTAR PR,AGRA,118387736.61,Allocated_Limit
,BIHAR,MP 327 BIHAR,JAMUI,69862256.15,Allocated_Limit
,RAJASTHAN,MP 328 RAJASTHA,KARAULI,141697906.33,Allocated_Limit
,MADHYA PRADESH,MP 329 MADHYA P,GUNA,126268216.67,Allocated_Limit
,GUJARAT,MP 330 GUJARAT,PORBANDAR,133687683.41,Allocated_Limit
,WEST BENGAL,MP 331 WEST BEN,BARDHAMAN PURBA,127289917.99,Allocated_Limit
,KERALA,MP 332 KERALA,MAVELIKKARA,62016685.15,Allocated_Limit
,PUNJAB,MP 333 PUNJAB,BATHINDA,124484941.1,Allocated_Limit
,HARYANA,MP 334 HARYANA,GURGAON,42971475.17,Allocated_Limit
,ODISHA,MP 335 ODISHA,KALAHANDI,134660013.95,Allocated_Limit
,ASSAM,MP 336 ASSAM,GAUHATI,133031190.16,Allocated_Limit
,ANDHRA PRADESH,MP 337 ANDHRA P,GUNTUR,56692046.11,Allocated_Limit
,TELANGANA,MP 338 TELANGAN,SECUNDERABAD,127990392.67,Allocated_Limit
,MAHARASHTRA,MP 339 MAHARASH,THANE,85236388.16,Allocated_Limit
,TAMIL NADU,MP 340 TAMIL NA,KALLAKURICHI,66622904.08,Allocated_Limit
,KARNATAKA,MP 341 KARNATAK,BANGALORE NORTH,125441459.9,Allocated_Limit
,UTTAR PRADESH,MP 342 UTTAR PR,CHANDAULI,57311458.49,Allocated_Limit
,BIHAR,MP 343 BIHAR,SAMASTIPUR,32839732.16,Allocated_Limit
,RAJASTHAN,MP 344 RAJASTHA,CHITTORGARH,53175574.6,Allocated_Limit
,MADHYA PRADESH,MP 345 MADHYA P,SATNA,69391434.14,Allocated_Limit
,GUJARAT,MP 346 GUJARAT,JAMNAGAR,133722353.04,Allocated_Limit
,WEST BENGAL,MP 347 WEST BEN,KOLKATA DAKSHIN,146026692.49,Allocated_Limit
,KERALA,MP 348 KERALA,KASARAGOD,63494999.13,Allocated_Limit
,PUNJAB,MP 349 PUNJAB,FARIDKOT,106977808.63,Allocated_Limit
,HARYANA,MP 350 HARYANA,SONIPAT,77961406.12,Allocated_Limit
,ODISHA,MP 351 ODISHA,CUTTACK,147737962.46,Allocated_Limit
,ASSAM,MP 352 ASSAM,JORHAT,94345887.9,Allocated_Limit
,ANDHRA PRADESH,MP 353 ANDHRA P,AMARAVATI,142708456.84,Allocated_Limit
,TELANGANA,MP 354 TELANGAN,PEDDAPALLI,43841010.22,Allocated_Limit
,MAHARASHTRA,MP 355 MAHARASH,LATUR,146448073.32,Allocated_Limit
,TAMIL NADU,MP 356 TAMIL NA,TIRUCHIRAPPALLI,51428137.94,Allocated_Limit
,KARNATAKA,MP 357 KARNATAK,KOPPAL,145504117.89,Allocated_Limit
,UTTAR PRADESH,MP 358 UTTAR PR,JALAUN,61855963.5,Allocated_Limit
,BIHAR,MP 359 BIHAR,GAYA,43008305.67,Allocated_Limit
,RAJASTHAN,MP 360 RAJASTHA,RAJSAMAND,82147651.03,Allocated_Limit
,MADHYA PRADESH,MP 361 MADHYA P,GUNA,117425407.28,Allocated_Limit
,GUJARAT,MP 362 GUJARAT,ANAND,67641277.7,Allocated_Limit
,WEST BENGAL,MP 363 WEST BEN,ASANSOL,102745062.4,Allocated_Limit
,KERALA,MP 364 KERALA,CHALAKUDY,91370767.16,Allocated_Limit
,PUNJAB,MP 365 PUNJAB,FATEHGARH SAHIB,76223452.0,Allocated_Limit
,HARYANA,MP 366 HARYANA,KARNAL,99190565.22,Allocated_Limit
,ODISHA,MP 367 ODISHA,SAMBALPUR,60566700.74,Allocated_Limit
,ASSAM,MP 368 ASSAM,KARIMGANJ,115054234.06,Allocated_Limit
,ANDHRA PRADESH,MP 369 ANDHRA P,RAJAHMUNDRY,30202953.39,Allocated_Limit
,TELANGANA,MP 370 TELANGAN,NIZAMABAD,141069019.86,Allocated_Limit
,MAHARASHTRA,MP 371 MAHARASH,WARDHA,94614239.65,Allocated_Limit
,TAMIL NADU,MP 372 TAMIL NA,ERODE,116331599.9,Allocated_Limit
,KARNATAKA,MP 373 KARNATAK,CHIKBALLAPUR,119034009.34,Allocated_Limit
,UTTAR PRADESH,MP 374 UTTAR PR,MISRIKH,110475420.53,Allocated_Limit
,BIHAR,MP 375 BIHAR,PATALIPUTRA,73706576.61,Allocated_Limit
,RAJASTHAN,MP 376 RAJASTHA,DUNGARPUR,38396857.34,Allocated_Limit
,MADHYA PRADESH,MP 377 MADHYA P,SATNA,109708522.19,Allocated_Limit
,GUJARAT,MP 378 GUJARAT,PORBANDAR,69624004.33,Allocated_Limit
,WEST BENGAL,MP 379 WEST BEN,JANGIPUR,67669877.41,Allocated_Limit
,KERALA,MP 380 KERALA,WAYANAD,131761833.54,Allocated_Limit
,PUNJAB,MP 381 PUNJAB,FEROZEPUR,116370511.56,Allocated_Limit
,HARYANA,MP 382 HARYANA,BHIWANI-MAHENDRAGARH,66038672.19,Allocated_Limit
,ODISHA,MP 383 ODISHA,KENDRAPARA,67114159.47,Allocated_Limit
,ASSAM,MP 384 ASSAM,KOKRAJHAR,79007149.03,Allocated_Limit
,ANDHRA PRADESH,MP 385 ANDHRA P,NANDYAL,78288046.45,Allocated_Limit
,TELANGANA,MP 386 TELANGAN,NALGONDA,65478624.3,Allocated_Limit
,MAHARASHTRA,MP 387 MAHARASH,MAVAL,45274535.89,Allocated_Limit
,TAMIL NADU,MP 388 TAMIL NA,THENI,80453560.05,Allocated_Limit
,KARNATAKA,MP 389 KARNATAK,UDUPI-CHIKMAGALUR,142843640.49,Allocated_Limit
,UTTAR PRADESH,MP 390 UTTAR PR,VARANASI,111278153.43,Allocated_Limit
,BIHAR,MP 391 BIHAR,BHAGALPUR,138336665.49,Allocated_Limit
,RAJASTHAN,MP 392 RAJASTHA,UDAIPUR,103861789.91,Allocated_Limit
,MADHYA PRADESH,MP 393 MADHYA P,GUNA,66113984.95,Allocated_Limit
,GUJARAT,MP 394 GUJARAT,JAMNAGAR,95752465.58,Allocated_Limit
,WEST BENGAL,MP 395 WEST BEN,ULUBERIA,30048712.76,Allocated_Limit
,KERALA,MP 396 KERALA,PONNANI,64429646.02,Allocated_Limit
,PUNJAB,MP 397 PUNJAB,GURDASPUR,81586578.0,Allocated_Limit
,HARYANA,MP 398 HARYANA,ROHTAK,99598173.74,Allocated_Limit
,ODISHA,MP 399 ODISHA,DHENKANAL,108564674.84,Allocated_Limit
,ASSAM,MP 400 ASSAM,LAKHIMPUR,85798582.83,Allocated_Limit
,ANDHRA PRADESH,MP 401 ANDHRA P,CHITTOOR,83059175.92,Allocated_Limit
,TELANGANA,MP 402 TELANGAN,NAGARKURNOOL,55644168.12,Allocated_Limit
,MAHARASHTRA,MP 403 MAHARASH,YAVATMAL,86782342.31,Allocated_Limit
,TAMIL NADU,MP 404 TAMIL NA,DINDIGUL,138141699.1,Allocated_Limit
,KARNATAKA,MP 405 KARNATAK,HASSAN,125522971.22,Allocated_Limit
,UTTAR PRADESH,MP 406 UTTAR PR,BULANDSHAHR,50362967.54,Allocated_Limit
,BIHAR,MP 407 BIHAR,NALANDA,40175464.41,Allocated_Limit
,RAJASTHAN,MP 408 RAJASTHA,JALORE,91854241.19,Allocated_Limit
,MADHYA PRADESH,MP 409 MADHYA P,SATNA,105952902.69,Allocated_Limit
,GUJARAT,MP 410 GUJARAT,ANAND,70222590.65,Allocated_Limit
,WEST BENGAL,MP 411 WEST BEN,GHATAL,128210815.74,Allocated_Limit
,KERALA,MP 412 KERALA,MAVELIKKARA,120136576.5,Allocated_Limit
,PUNJAB,MP 413 PUNJAB,HOSHIARPUR,110735480.47,Allocated_Limit
,HARYANA,MP 414 HARYANA,GURGAON,56956879.92,Allocated_Limit
,ODISHA,MP 415 ODISHA,BALASORE,53895591.93,Allocated_Limit
,ASSAM,MP 416 ASSAM,MANGALDOI,32931046.53,Allocated_Limit
,ANDHRA PRADESH,MP 417 ANDHRA P,VIZIANAGARAM,59381105.29,Allocated_Limit
,TELANGANA,MP 418 TELANGAN,MALKAJGIRI,87016361.31,Allocated_Limit
,MAHARASHTRA,MP 419 MAHARASH,MUMBAI NORTH,131968523.35,Allocated_Limit
,TAMIL NADU,MP 420 TAMIL NA,THANJAVUR,38739387.5,Allocated_Limit
,KARNATAKA,MP 421 KARNATAK,BELGAUM,79732921.32,Allocated_Limit
,UTTAR PRADESH,MP 422 UTTAR PR,HATHRAS,105571845.69,Allocated_Limit
,BIHAR,MP 423 BIHAR,AURANGABAD_BR,53332228.41,Allocated_Limit
,RAJASTHAN,MP 424 RAJASTHA,BARMER,113562510.06,Allocated_Limit
,MADHYA PRADESH,MP 425 MADHYA P,GUNA,89325260.28,Allocated_Limit
,GUJARAT,MP 426 GUJARAT,PORBANDAR,59278132.75,Allocated_Limit
,WEST BENGAL,MP 427 WEST BEN,PURULIA,108726961.33,Allocated_Limit
,KERALA,MP 428 KERALA,KASARAGOD,30665378.18,Allocated_Limit
,PUNJAB,MP 429 PUNJAB,JALANDHAR,120115737.19,Allocated_Limit
,HARYANA,MP 430 HARYANA,SONIPAT,122405542.63,Allocated_Limit
,ODISHA,MP 431 ODISHA,KORAPUT,42790475.59,Allocated_Limit
,ASSAM,MP 432 ASSAM,NAGAON,81017543.27,Allocated_Limit
,ANDHRA PRADESH,MP 433 ANDHRA P,RAJAM,51106401.8,Allocated_Limit
,TELANGANA,MP 434 TELANGAN,MEDAK,144955925.07,Allocated_Limit
,MAHARASHTRA,MP 435 MAHARASH,AHMEDNAGAR,92154930.05,Allocated_Limit
,TAMIL NADU,MP 436 TAMIL NA,DHARMAPURI,36026206.22,Allocated_Limit
,KARNATAKA,MP 437 KARNATAK,MYSORE,59903793.56,Allocated_Limit
,UTTAR PRADESH,MP 438 UTTAR PR,MIRZAPUR,131800361.68,Allocated_Limit
,BIHAR,MP 439 BIHAR,MAHARAJGANJ,84775419.06,Allocated_Limit
,RAJASTHAN,MP 440 RAJASTHA,KARAULI,126169992.21,Allocated_Limit
,MADHYA PRADESH,MP 441 MADHYA P,SATNA,110109327.91,Allocated_Limit
,GUJARAT,MP 442 GUJARAT,JAMNAGAR,148547094.37,Allocated_Limit
,WEST BENGAL,MP 443 WEST BEN,COOCH BEHAR,101454278.22,Allocated_Limit
,KERALA,MP 444 KERALA,CHALAKUDY,144004753.01,Allocated_Limit
,PUNJAB,MP 445 PUNJAB,KHADOOR SAHIB,136971111.1,Allocated_Limit
,HARYANA,MP 446 HARYANA,KARNAL,103518278.73,Allocated_Limit
,ODISHA,MP 447 ODISHA,JAGATSINGHPUR,116312875.35,Allocated_Limit
,ASSAM,MP 448 ASSAM,NOWGONG,90573379.78,Allocated_Limit
,ANDHRA PRADESH,MP 449 ANDHRA P,KAKINADA,129668300.37,Allocated_Limit
,TELANGANA,MP 450 TELANGAN,MAHBUBNAGAR,95744634.07,Allocated_Limit
,MAHARASHTRA,MP 451 MAHARASH,MUMBAI SOUTH,137664972.39,Allocated_Limit
,TAMIL NADU,MP 452 TAMIL NA,TENKASI,119238653.06,Allocated_Limit
,KARNATAKA,MP 453 KARNATAK,CHITRADURGA,86960932.42,Allocated_Limit
,UTTAR PRADESH,MP 454 UTTAR PR,SULTANPUR,61102985.82,Allocated_Limit
,BIHAR,MP 455 BIHAR,VAISHALI,59668768.5,Allocated_Limit
,RAJASTHAN,MP 456 RAJASTHA,CHITTORGARH,106519372.41,Allocated_Limit
,MADHYA PRADESH,MP 457 MADHYA P,GUNA,121897642.12,Allocated_Limit
,GUJARAT,MP 458 GUJARAT,ANAND,92555977.54,Allocated_Limit
,WEST BENGAL,MP 459 WEST BEN,MALDAHA UTTAR,105209812.44,Allocated_Limit
,KERALA,MP 460 KERALA,WAYANAD,62951693.63,Allocated_Limit
,PUNJAB,MP 461 PUNJAB,LUDHIANA,39298002.46,Allocated_Limit
,HARYANA,MP 462 HARYANA,BHIWANI-MAHENDRAGARH,64287378.1,Allocated_Limit
,ODISHA,MP 463 ODISHA,BERHAMPUR,62605812.85,Allocated_Limit
,ASSAM,MP 464 ASSAM,SILCHAR,68365148.21,Allocated_Limit
,ANDHRA PRADESH,MP 465 ANDHRA P,ARAKU,94818266.7,Allocated_Limit
,TELANGANA,MP 466 TELANGAN,MAHABUBABAD,46604887.38,Allocated_Limit
,MAHARASHTRA,MP 467 MAHARASH,AMRAVATI,57751377.57,Allocated_Limit
,TAMIL NADU,MP 468 TAMIL NA,CUDDALORE,113273977.48,Allocated_Limit
,KARNATAKA,MP 469 KARNATAK,BAGALKOT,114770297.0,Allocated_Limit
,UTTAR PRADESH,MP 470 UTTAR PR,BUDAUN,37707462.09,Allocated_Limit
,BIHAR,MP 471 BIHAR,KISHANGANJ,78911924.36,Allocated_Limit
,RAJASTHAN,MP 472 RAJASTHA,RAJSAMAND,95113336.86,Allocated_Limit
,MADHYA PRADESH,MP 473 MADHYA P,SATNA,79892908.09,Allocated_Limit
,GUJARAT,MP 474 GUJARAT,PORBANDAR,54820126.74,Allocated_Limit
,WEST BENGAL,MP 475 WEST BEN,BARDHAMAN PURBA,80417222.13,Allocated_Limit
,KERALA,MP 476 KERALA,PONNANI,138580617.4,Allocated_Limit
,PUNJAB,MP 477 PUNJAB,PATHANKOT,100089529.7,Allocated_Limit
,HARYANA,MP 478 HARYANA,ROHTAK,113462758.38,Allocated_Limit
,ODISHA,MP 479 ODISHA,NABARANGPUR,132807843.88,Allocated_Limit
,ASSAM,MP 480 ASSAM,TEZPUR,121871349.13,Allocated_Limit
,ANDHRA PRADESH,MP 481 ANDHRA P,TIRUPATI,75645723.47,Allocated_Limit
,TELANGANA,MP 482 TELANGAN,KHAMMAM,30707530.03,Allocated_Limit
,MAHARASHTRA,MP 483 MAHARASH,NAGPUR,72211056.32,Allocated_Limit
,TAMIL NADU,MP 484 TAMIL NA,SIVAGANGA,120417015.01,Allocated_Limit
,KARNATAKA,MP 485 KARNATAK,KODAGU,132413754.07,Allocated_Limit
,UTTAR PRADESH,MP 486 UTTAR PR,HARDOI,144411640.62,Allocated_Limit
,BIHAR,MP 487 BIHAR,SIWAN,80282553.92,Allocated_Limit
,RAJASTHAN,MP 488 RAJASTHA,DUNGARPUR,119701880.28,Allocated_Limit
,MADHYA PRADESH,MP 489 MADHYA P,GUNA,95535877.17,Allocated_Limit
,GUJARAT,MP 490 GUJARAT,JAMNAGAR,102390310.67,Allocated_Limit
,WEST BENGAL,MP 491 WEST BEN,KOLKATA DAKSHIN,56464643.32,Allocated_Limit
,KERALA,MP 492 KERALA,MAVELIKKARA,56330596.15,Allocated_Limit
,PUNJAB,MP 493 PUNJAB,PATIALA,82300317.13,Allocated_Limit
,HARYANA,MP 494 HARYANA,GURGAON,33482978.39,Allocated_Limit
,ODISHA,MP 495 ODISHA,JHARSUGUDA,70335545.24,Allocated_Limit
,ASSAM,MP 496 ASSAM,BARPETA,111497026.2,Allocated_Limit
,ANDHRA PRADESH,MP 497 ANDHRA P,NELLORE,78518000.3,Allocated_Limit
,TELANGANA,MP 498 TELANGAN,KARIMNAGAR,49805367.74,Allocated_Limit
,MAHARASHTRA,MP 499 MAHARASH,AURANGABAD,86086817.91,Allocated_Limit
,TAMIL NADU,MP 500 TAMIL NA,COIMBATORE,45315335.67,Allocated_Limit
,KARNATAKA,MP 501 KARNATAK,BIDAR,104670835.32,Allocated_Limit
,UTTAR PRADESH,MP 502 UTTAR PR,MEERUT,33235974.23,Allocated_Limit
,BIHAR,MP 503 BIHAR,JEHANABAD,77282430.76,Allocated_Limit
,RAJASTHAN,MP 504 RAJASTHA,UDAIPUR,97727037.96,Allocated_Limit
,MADHYA PRADESH,MP 505 MADHYA P,SATNA,33252245.56,Allocated_Limit
,GUJARAT,MP 506 GUJARAT,ANAND,107129957.76,Allocated_Limit
,WEST BENGAL,MP 507 WEST BEN,ASANSOL,46283938.47,Allocated_Limit
,KERALA,MP 508 KERALA,KASARAGOD,85403813.29,Allocated_Limit
,PUNJAB,MP 509 PUNJAB,RUPNAGAR,36034156.02,Allocated_Limit
,HARYANA,MP 510 HARYANA,SONIPAT,75492463.7,Allocated_Limit
,ODISHA,MP 511 ODISHA,BOLANGIR,55399234.11,Allocated_Limit
,ASSAM,MP 512 ASSAM,DARRANG-UDALGURI,69221496.59,Allocated_Limit
,ANDHRA PRADESH,MP 513 ANDHRA P,GUNTUR,121347564.95,Allocated_Limit
,TELANGANA,MP 514 TELANGAN,HYDERABAD,75495145.87,Allocated_Limit
,MAHARASHTRA,MP 515 MAHARASH,NANDED,120241178.83,Allocated_Limit
,TAMIL NADU,MP 516 TAMIL NA,SALEM,129830914.22,Allocated_Limit
,KARNATAKA,MP 517 KARNATAK,SHIMOGA,60272583.81,Allocated_Limit
,UTTAR PRADESH,MP 518 UTTAR PR,SITAPUR,39828747.93,Allocated_Limit
,BIHAR,MP 519 BIHAR,SASARAM,32325994.45,Allocated_Limit
,RAJASTHAN,MP 520 RAJASTHA,JALORE,94730285.75,Allocated_Limit
,MADHYA PRADESH,MP 521 MADHYA P,GUNA,149988939.42,Allocated_Limit
,GUJARAT,MP 522 GUJARAT,PORBANDAR,71995241.25,Allocated_Limit
,WEST BENGAL,MP 523 WEST BEN,JANGIPUR,108017291.19,Allocated_Limit
,KERALA,MP 524 KERALA,CHALAKUDY,123747965.95,Allocated_Limit
,PUNJAB,MP 525 PUNJAB,SANGRUR,108210558.63,Allocated_Limit
,HARYANA,MP 526 HARYANA,KARNAL,120507984.49,Allocated_Limit
,ODISHA,MP 527 ODISHA,RAYAGADA,143953407.93,Allocated_Limit
,ASSAM,MP 528 ASSAM,DHUBRI,53923281.88,Allocated_Limit
,ANDHRA PRADESH,MP 529 ANDHRA P,AMARAVATI,32445602.08,Allocated_Limit
,TELANGANA,MP 530 TELANGAN,CHEVELLA,48285881.49,Allocated_Limit
,MAHARASHTRA,MP 531 MAHARASH,BARAMATI,45146516.98,Allocated_Limit
,TAMIL NADU,MP 532 TAMIL NA,CHENNAI SOUTH,110335061.35,Allocated_Limit
,KARNATAKA,MP 533 KARNATAK,DHARWAD,97676349.83,Allocated_Limit
,UTTAR PRADESH,MP 534 UTTAR PR,BIJNOR,56155744.91,Allocated_Limit
,BIHAR,MP 535 BIHAR,GOPALGANJ,113935796.55,Allocated_Limit
,RAJASTHAN,MP 536 RAJASTHA,BARMER,122027771.8,Allocated_Limit
,MADHYA PRADESH,MP 537 MADHYA P,SATNA,50134697.2,Allocated_Limit
,GUJARAT,MP 538 GUJARAT,JAMNAGAR,102869699.27,Allocated_Limit
,WEST BENGAL,MP 539 WEST BEN,ULUBERIA,119751078.23,Allocated_Limit
,KERALA,MP 540 KERALA,WAYANAD,43743944.57,Allocated_Limit
,PUNJAB,MP 541 PUNJAB,AMRITSAR,128316140.92,Allocated_Limit
,HARYANA,MP 542 HARYANA,BHIWANI-MAHENDRAGARH,145766492.76,Allocated_Limit
,ODISHA,MP 543 ODISHA,KANDHAMAL,42971849.96,Allocated_Limit
,ANDHRA PRADESH,MP 001 ANDHRA P,AMARAVATI,33081411.06,Allocated_Limit
,TELANGANA,MP 002 TELANGAN,BHONGIR,67434869.33,Allocated_Limit
,MAHARASHTRA,MP 003 MAHARASH,AURANGABAD,111281674.42,Allocated_Limit
,TAMIL NADU,MP 004 TAMIL NA,CHENNAI SOUTH,144980740.58,Allocated_Limit
,KARNATAKA,MP 005 KARNATAK,BELGAUM,77598532.98,Allocated_Limit
,UTTAR PRADESH,MP 006 UTTAR PR,AZAMGARH,115801764.61,Allocated_Limit
,BIHAR,MP 007 BIHAR,BUXAR,39119577.34,Allocated_Limit
,RAJASTHAN,MP 008 RAJASTHA,CHITTORGARH,112873729.91,Allocated_Limit
,MADHYA PRADESH,MP 009 MADHYA P,GUNA,105269087.47,Allocated_Limit
,GUJARAT,MP 010 GUJARAT,JAMNAGAR,42228156.65,Allocated_Limit
,WEST BENGAL,MP 011 WEST BEN,COOCH BEHAR,122697706.19,Allocated_Limit
,KERALA,MP 012 KERALA,MAVELIKKARA,132035188.69,Allocated_Limit
,PUNJAB,MP 013 PUNJAB,PATIALA,102049393.78,Allocated_Limit
,HARYANA,MP 014 HARYANA,GURGAON,44526607.81,Allocated_Limit
,ODISHA,MP 015 ODISHA,KENDRAPARA,148061322.18,Allocated_Limit
,ASSAM,MP 016 ASSAM,BARPETA,123916241.56,Allocated_Limit
,ANDHRA PRADESH,MP 017 ANDHRA P,RAJAHMUNDRY,71664451.84,Allocated_Limit
,TELANGANA,MP 018 TELANGAN,ADILABAD,81405361.59,Allocated_Limit
,MAHARASHTRA,MP 019 MAHARASH,NANDED,74468505.15,Allocated_Limit
,TAMIL NADU,MP 020 TAMIL NA,RAMANATHAPURAM,90715294.76,Allocated_Limit
,KARNATAKA,MP 021 KARNATAK,MYSORE,70947740.98,Allocated_Limit
,UTTAR PRADESH,MP 022 UTTAR PR,FARRUKHABAD,131949075.24,Allocated_Limit
,BIHAR,MP 023 BIHAR,NAWADA,128679710.17,Allocated_Limit
,RAJASTHAN,MP 024 RAJASTHA,RAJSAMAND,42664664.48,Allocated_Limit
,MADHYA PRADESH,MP 025 MADHYA P,SATNA,145294508.07,Allocated_Limit
,GUJARAT,MP 026 GUJARAT,ANAND,106270212.73,Allocated_Limit
,WEST BENGAL,MP 027 WEST BEN,MALDAHA UTTAR,129444877.32,Allocated_Limit
,KERALA,MP 028 KERALA,KASARAGOD,114877037.24,Allocated_Limit
,PUNJAB,MP 029 PUNJAB,RUPNAGAR,82258457.4,Allocated_Limit
,HARYANA,MP 030 HARYANA,SONIPAT,118055436.48,Allocated_Limit
