house_type,state_name,mp_name,constituency_name,ida_name,city_name,block_name,village_name,location_type,work_status,dataset_source,recommended_date,allocated_amount,available_limit,expenditure_amt,actual_end_date,letter_no,is_completed,is_ongoing,is_unsanctioned,internal_key,project_id,expenditure_ratio,cost_variance_pct,project_age_days,days_to_complete,is_overdue,is_stalled,district_median_amount,district_mean_amount,district_std_amount,district_project_count,amount_vs_district_pct,state_median_amount,state_mean_amount,state_std_amount,amount_vs_state_pct,mp_median_amount,mp_project_count,constituency_project_count,risk_flags,financial_risk_score,delay_risk_score,expenditure_risk_score,allocated_amount_log,ml_anomaly_score,peer_deviation_score,duplicate_risk_score,overall_risk_score,risk_band,model_version,rules_version,scored_at
LOK,ANDHRA PRADESH,MP NANDYAL 3,NANDYAL,NANDYA DISTRICT AUTHORITY,NANDY CITY,,,Urban,COMPLETED,Completed,2023-06-02,1333863.27,94940.88,1246397.43,2024-01-23,LTR/AND/27604/2024,True,False,False,LOK|ANDHRA PRADESH|NANDYAL|MP NANDYAL 3|2023-06-02|1333863,1969,0.9344266822790614,-6.557331772093858,1188,235,False,False,1832863.27,5019035.348666667,11822955.51053692,15,-27.22516230029532,2474184.48,3145127.080660066,5037652.253546427,-46.08877063201043,1908677.115,8,15,"[{'rule_id': 'R009', 'rule_name': 'Potential Duplicate Work', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Similar project detected in same constituency with close location and amount. NOTE: Similarity based on location+amount only (no work descriptions available). Requires human verification.', 'evidence': {'similar_project_id': 1915, 'similarity_score': 1.0, 'match_factors': {'same_state': True, 'same_constituency': True, 'same_mp': False, 'same_ida': True, 'same_location_type': True, 'amount_within_15pct': False, 'dates_within_180_days': False, 'note': 'Similarity based on location+amount only (no work descriptions available in public API)'}, 'note': 'Similarity detection based on location+amount only. Work descriptions not available in public API. Human verification required.'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,14.10359075365448,14.47,4.07,100.0,16.85,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ANDHRA PRADESH,MP VISAKHAP 3,VISAKHAPATNAM,VISAKH DISTRICT AUTHORITY,VISAK CITY,,,Urban,COMPLETED,Completed,2024-05-19,2569623.8,199796.13,2213758.79,2026-04-05,LTR/AND/52416/2024,True,False,False,LOK|ANDHRA PRADESH|VISAKHAPATNAM|MP VISAKHAP 3|2024-05-19|2569624,1970,0.8615108522889616,-13.848914771103841,836,686,False,False,2297987.47,2806603.462,1902040.002281609,15,11.820618412684365,2474184.48,3145127.080660066,5037652.253546427,3.8574051681061325,2287228.98,5,15,"[{'rule_id': 'R009', 'rule_name': 'Potential Duplicate Work', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Similar project detected in same constituency with close location and amount. NOTE: Similarity based on location+amount only (no work descriptions available). Requires human verification.', 'evidence': {'similar_project_id': 2752, 'similarity_score': 1.0, 'match_factors': {'same_state': True, 'same_constituency': True, 'same_mp': False, 'same_ida': True, 'same_location_type': True, 'amount_within_15pct': True, 'dates_within_180_days': True, 'note': 'Similarity based on location+amount only (no work descriptions available in public API)'}, 'note': 'Similarity detection based on location+amount only. Work descriptions not available in public API. Human verification required.'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,14.759270453995603,2.03,1.01,100.0,15.3,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,PUNJAB,MP RUPNAGAR 2,RUPNAGAR,RUPNAG DISTRICT AUTHORITY,,RUPNA BLOCK,VILLAGE 866,Rural,COMPLETED,Completed,2024-01-24,3607851.69,1034813.0,3310018.65,2025-05-22,LTR/PUN/48523/2024,True,False,False,LOK|PUNJAB|RUPNAGAR|MP RUPNAGAR 2|2024-01-24|3607852,1971,0.9174486465656242,-8.25513534343758,952,484,False,False,2544253.8,3031681.0243478264,3644620.0848759385,23,41.803922627530326,2514815.98,3011552.2203773586,3690623.8031883994,43.46384461896095,1977086.1199999999,12,23,"[{'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP RUPNAGAR 2', 'mp_project_count': 12, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 2.97}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,15.098623330617167,15.21,4.97,0.0,2.02,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TAMIL NADU,MP MAYILADU 2,MAYILADUTHURAI,MAYILA DISTRICT AUTHORITY,MAYIL CITY,,,Urban,COMPLETED,Completed,2026-01-20,900131.88,165587.98,777613.66,2026-08-05,LTR/TAM/73767/2024,True,False,False,LOK|TAMIL NADU|MAYILADUTHURAI|MP MAYILADU 2|2026-01-20|900132,1972,0.8638885893031586,-13.611141069684141,225,197,False,False,3239760.14,3130983.2199999997,1678204.8650768336,7,-72.21609498535284,2863597.58,3269220.8874918567,3850237.578020535,-68.56639751734949,900131.88,1,7,[],0.0,0.0,0.0,13.710297675852525,28.1,8.28,0.0,3.64,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MAHARASHTRA,MP CHANDRAP 3,CHANDRAPUR,CHANDR DISTRICT AUTHORITY,,CHAND BLOCK,VILLAGE 238,Rural,COMPLETED,Completed,2024-06-18,4336760.92,1228882.14,4245722.16,2025-05-14,LTR/MAH/70725/2024,True,False,False,LOK|MAHARASHTRA|CHANDRAPUR|MP CHANDRAP 3|2024-06-18|4336761,1973,0.9790076599380535,-2.0992340061946457,806,330,False,False,1363926.09,1948789.22,1428732.853731197,9,217.96157810867888,2346259.94,3038844.6473770496,4710633.059008409,84.83718901154661,1142011.545,6,9,"[{'rule_id': 'R005', 'rule_name': 'Abnormally High Allocation vs District', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Allocated amount is 3x+ above the district median. May indicate inflated project cost or data entry issue.', 'evidence': {'allocated_amount': 4336760.92, 'district_median_amount': 1363926.09, 'ratio': 3.18, 'pct_above_median': 218.0, 'ida_name': 'CHANDR DISTRICT AUTHORITY'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",50.0,0.0,0.0,15.282638526221941,23.63,19.27,0.0,16.79,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ANDHRA PRADESH,MP SRIKAKUL 1,SRIKAKULAM,SRIKAK DISTRICT AUTHORITY,,SRIKA BLOCK,VILLAGE 130,Rural,COMPLETED,Completed,2023-10-11,1212912.77,317773.47,1053891.76,2025-07-25,LTR/AND/50243/2024,True,False,False,LOK|ANDHRA PRADESH|SRIKAKULAM|MP SRIKAKUL 1|2023-10-11|1212913,1974,0.8688932840570225,-13.110671594297752,1057,653,False,False,2985322.51,2640157.647272727,1189783.615304588,11,-59.37079608862762,2474184.48,3145127.080660066,5037652.253546427,-50.97727029635235,3023662.965,4,11,"[{'rule_id': 'R009', 'rule_name': 'Potential Duplicate Work', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Similar project detected in same constituency with close location and amount. NOTE: Similarity based on location+amount only (no work descriptions available). Requires human verification.', 'evidence': {'similar_project_id': 992, 'similarity_score': 1.0, 'match_factors': {'same_state': True, 'same_constituency': True, 'same_mp': False, 'same_ida': True, 'same_location_type': True, 'amount_within_15pct': False, 'dates_within_180_days': False, 'note': 'Similarity based on location+amount only (no work descriptions available in public API)'}, 'note': 'Similarity detection based on location+amount only. Work descriptions not available in public API. Human verification required.'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,14.008536097188253,10.59,6.55,75.39,13.02,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KARNATAKA,MP DHARWAD 3,DHARWAD,DHARWA DISTRICT AUTHORITY,,DHARW BLOCK,VILLAGE 183,Rural,COMPLETED,Completed,2023-12-09,575201.13,149246.28,585935.68,2025-10-13,LTR/KAR/62575/2024,True,False,False,LOK|KARNATAKA|DHARWAD|MP DHARWAD 3|2023-12-09|575201,1975,1.0186622547142772,1.8662254714277156,998,674,False,False,2436205.34,5859411.7684615385,11919866.805207865,13,-76.38946436263866,2743644.885,3180741.670120482,4817282.744761165,-79.0351465255315,2222900.745,4,13,"[{'rule_id': 'R001', 'rule_name': 'Expenditure Exceeds Allocation', 'detection_type': 'RULE', 'severity': 'CRITICAL', 'score_contribution': 80, 'justification': 'Expenditure > allocated amount indicates either data entry error, unauthorized spending, or budget revision without proper sanctioning.', 'evidence': {'expenditure_amt': 585935.68, 'allocated_amount': 575201.13, 'overrun_amount': 10734.55, 'expenditure_ratio': 1.019, 'overrun_pct': 1.87}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",80.0,0.0,80.0,13.262476788441923,22.32,9.06,0.0,39.14,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TAMIL NADU,MP THANJAVU 1,THANJAVUR,THANJA DISTRICT AUTHORITY,THANJ CITY,,,Urban,COMPLETED,Completed,2023-06-28,3062081.27,624144.01,2878912.8,2025-06-01,LTR/TAM/29689/2024,True,False,False,LOK|TAMIL NADU|THANJAVUR|MP THANJAVU 1|2023-06-28|3062081,1976,0.9401817085018125,-5.981829149818751,1162,704,False,False,3062081.27,2814118.889090909,1406142.7061825027,11,0.0,2863597.58,3269220.8874918567,3850237.578020535,6.9312703497954455,2571534.73,7,11,[],0.0,0.0,0.0,14.934605722898917,6.07,0.32,0.0,0.64,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KARNATAKA,MP CHIKBALL 3,CHIKBALLAPUR,CHIKBA DISTRICT AUTHORITY,,CHIKB BLOCK,VILLAGE 2,Rural,COMPLETED,Completed,2024-06-03,4657082.64,135340.4,4202444.54,2025-02-20,LTR/KAR/64767/2024,True,False,False,LOK|KARNATAKA|CHIKBALLAPUR|MP CHIKBALL 3|2024-06-03|4657083,1977,0.9023770598152839,-9.762294018471609,821,262,False,False,3006780.905,6027848.308571428,12490901.283096977,14,54.88599891850118,2743644.885,3180741.670120482,4817282.744761165,69.74072211243913,3226615.28,5,14,[],0.0,0.0,0.0,15.353899981863359,4.93,7.12,0.0,1.2,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ODISHA,MP KENDRAPA 2,KENDRAPARA,KENDRA DISTRICT AUTHORITY,,KENDR BLOCK,VILLAGE 978,Rural,COMPLETED,Completed,2024-06-21,1098384.96,131287.46,1099197.19,2026-02-19,LTR/ODI/49156/2024,True,False,False,LOK|ODISHA|KENDRAPARA|MP KENDRAPA 2|2024-06-21|1098385,1978,1.0007394766221125,0.07394766221125072,803,608,False,False,2049629.94,2621024.2153333332,1371702.3258201678,15,-46.41057204697156,2633314.865,3349250.5269407895,5336475.314123972,-58.28888620199242,2283382.7,8,15,"[{'rule_id': 'R001', 'rule_name': 'Expenditure Exceeds Allocation', 'detection_type': 'RULE', 'severity': 'CRITICAL', 'score_contribution': 80, 'justification': 'Expenditure > allocated amount indicates either data entry error, unauthorized spending, or budget revision without proper sanctioning.', 'evidence': {'expenditure_amt': 1099197.19, 'allocated_amount': 1098384.96, 'overrun_amount': 812.23, 'expenditure_ratio': 1.001, 'overrun_pct': 0.07}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",80.0,0.0,80.0,13.90935235112551,13.84,5.98,0.0,37.98,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TELANGANA,MP MALKAJGI 2,MALKAJGIRI,MALKAJ DISTRICT AUTHORITY,,MALKA BLOCK,VILLAGE 632,Rural,COMPLETED,Completed,2023-04-22,2303923.23,691050.08,2221424.74,2023-10-31,LTR/TEL/63381/2024,True,False,False,LOK|TELANGANA|MALKAJGIRI|MP MALKAJGI 2|2023-04-22|2303923,1979,0.9641921705872118,-3.58078294127881,1229,192,False,False,2647127.32,3465909.6592592592,3416594.1399093075,27,-12.965152352399878,2897779.35,3172095.9392880257,4146196.7467793496,-20.493489954644065,2987620.4450000003,14,27,"[{'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP MALKAJGI 2', 'mp_project_count': 14, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 3.74}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'MALKAJGIRI', 'constituency_project_count': 27, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 2.32}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,14.650124413972431,31.15,1.87,0.0,3.3,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,RAJASTHAN,MP BARMER 1,BARMER,BARMER DISTRICT AUTHORITY,,BARME BLOCK,VILLAGE 622,Rural,COMPLETED,Completed,2025-10-21,2234967.75,191861.23,2193429.18,2026-08-08,LTR/RAJ/33129/2024,True,False,False,LOK|RAJASTHAN|BARMER|MP BARMER 1|2025-10-21|2234968,1980,0.9814142418833561,-1.858575811664389,316,291,False,False,2547226.13,2578437.6553846155,1214254.296443357,13,-12.258761651443953,2826776.4850000003,3186668.4361034483,3962379.1840553363,-20.935816402194256,2367228.61,3,13,[],0.0,0.0,0.0,14.619737803829148,6.8,1.84,0.0,0.86,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,PUNJAB,MP ANANDPUR 3,ANANDPUR SAHIB,ANANDP DISTRICT AUTHORITY,,ANAND BLOCK,VILLAGE 870,Rural,COMPLETED,Completed,2025-01-01,2519711.14,484613.88,2269593.15,2026-07-10,LTR/PUN/25913/2024,True,False,False,LOK|PUNJAB|ANANDPUR SAHIB|MP ANANDPUR 3|2025-01-01|2519711,1981,0.9007354509691932,-9.926454903080685,609,555,False,False,2487877.79,3565507.4891304346,4534632.7658030875,23,1.2795383329500318,2514815.98,3011552.2203773586,3690623.8031883994,0.19465281113730432,2503794.465,8,23,[],0.0,0.0,0.0,14.739655222804114,2.7,0.1,0.0,0.28,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,RAJASTHAN,MP JAIPUR R 1,JAIPUR RURAL,JAIPUR DISTRICT AUTHORITY,JAIPU CITY,,,Urban,COMPLETED,Completed,2024-06-22,2536733.04,77629.44,2301560.54,2026-05-06,LTR/RAJ/40549/2024,True,False,False,LOK|RAJASTHAN|JAIPUR RURAL|MP JAIPUR R 1|2024-06-22|2536733,1982,0.9072931616012696,-9.270683839873035,802,683,False,False,2607853.5,2815313.45125,1366313.6308585866,24,-2.727164696943289,2826776.4850000003,3186668.4361034483,3962379.1840553363,-10.26057229990012,3633185.15,5,13,[],0.0,0.0,0.0,14.746388000606805,1.39,0.67,0.0,0.21,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MADHYA PRADESH,MP SAGAR 3,SAGAR,SAGAR DISTRICT AUTHORITY,,SAGAR BLOCK,VILLAGE 655,Rural,COMPLETED,Completed,2024-07-27,4792369.95,1317130.72,6018364.02,2025-09-08,LTR/MAD/48671/2024,True,False,False,LOK|MADHYA PRADESH|SAGAR|MP SAGAR 3|2024-07-27|4792370,1983,1.2558220844365322,25.582208443653215,767,408,False,False,2828188.08,2655861.576363636,1439069.2480270315,11,69.45018557605971,2848915.535,3223814.1172865853,4269909.788665431,68.21734063800527,3677622.81,3,11,"[{'rule_id': 'R001', 'rule_name': 'Expenditure Exceeds Allocation', 'detection_type': 'RULE', 'severity': 'CRITICAL', 'score_contribution': 80, 'justification': 'Expenditure > allocated amount indicates either data entry error, unauthorized spending, or budget revision without proper sanctioning.', 'evidence': {'expenditure_amt': 6018364.02, 'allocated_amount': 4792369.95, 'overrun_amount': 1225994.07, 'expenditure_ratio': 1.256, 'overrun_pct': 25.58}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",80.0,0.0,80.0,15.382535826048514,24.16,8.07,0.0,39.22,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,WEST BENGAL,MP KOLKATA 3,KOLKATA DAKSHIN,KOLKAT DISTRICT AUTHORITY,KOLKA CITY,,,Urban,COMPLETED,Completed,2023-09-29,359780.54,38797.64,353145.19,2024-08-19,LTR/WES/78743/2024,True,False,False,LOK|WEST BENGAL|KOLKATA DAKSHIN|MP KOLKATA 3|2023-09-29|359781,1984,0.9815572293042865,-1.8442770695713495,1069,325,False,False,2806980.3,2606153.0796774193,1743839.1136586904,31,-87.18264820027414,2887277.125,3395449.535346821,4850272.067499016,-87.53910607039495,2566893.52,10,14,"[{'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP KOLKATA 3', 'mp_project_count': 10, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 2.21}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,12.79325229290109,35.01,10.22,0.0,4.52,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MAHARASHTRA,MP NANDED 3,NANDED,NANDED DISTRICT AUTHORITY,NANDE CITY,,,Urban,COMPLETED,Completed,2023-07-07,3952227.06,231190.36,3885499.73,2025-04-20,LTR/MAH/50544/2024,True,False,False,LOK|MAHARASHTRA|NANDED|MP NANDED 3|2023-07-07|3952227,1985,0.983116524180673,-1.6883475819327058,1153,653,False,False,3327962.3150000004,2978950.578,1490222.0573407153,10,18.758167488444037,2346259.94,3038844.6473770496,4710633.059008409,68.44796233447178,2049228.3,3,10,[],0.0,0.0,0.0,15.18979004367476,10.38,4.52,0.0,1.49,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ASSAM,MP KARIMGAN 2,KARIMGANJ,KARIMG DISTRICT AUTHORITY,KARIM CITY,,,Urban,COMPLETED,Completed,2026-03-25,1840566.32,419262.29,1853316.42,2026-08-23,LTR/ASS/45345/2024,True,False,False,LOK|ASSAM|KARIMGANJ|MP KARIMGAN 2|2026-03-25|1840566,1986,1.0069272700806564,0.6927270080656404,161,151,False,False,3164881.8449999997,2963796.7754545454,1636420.3157076938,22,-41.84407475091696,2659988.74,3140454.027846154,4183702.826233742,-30.80548453750222,3570191.64,9,22,"[{'rule_id': 'R001', 'rule_name': 'Expenditure Exceeds Allocation', 'detection_type': 'RULE', 'severity': 'CRITICAL', 'score_contribution': 80, 'justification': 'Expenditure > allocated amount indicates either data entry error, unauthorized spending, or budget revision without proper sanctioning.', 'evidence': {'expenditure_amt': 1853316.42, 'allocated_amount': 1840566.32, 'overrun_amount': 12750.1, 'expenditure_ratio': 1.007, 'overrun_pct': 0.69}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",80.0,0.0,80.0,14.425584408149405,16.47,4.38,0.0,38.08,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,WEST BENGAL,MP MURSHIDA 2,MURSHIDABAD,MURSHI DISTRICT AUTHORITY,,MURSH BLOCK,VILLAGE 632,Rural,COMPLETED,Completed,2024-03-04,4612012.86,148407.55,4388080.56,2025-02-11,LTR/WES/10035/2024,True,False,False,LOK|WEST BENGAL|MURSHIDABAD|MP MURSHIDA 2|2024-03-04|4612013,1987,0.9514458639215502,-4.855413607844986,912,344,False,False,3448423.71,3108299.96,1604616.9736774357,9,33.74263860400149,2887277.125,3395449.535346821,4850272.067499016,59.73571847558624,2266544.4,3,9,[],0.0,0.0,0.0,15.344175165570388,7.73,5.16,0.0,1.29,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,BIHAR,MP GAYA 2,GAYA,GAYA DISTRICT AUTHORITY,,GAYA BLOCK,VILLAGE 706,Rural,COMPLETED,Completed,2024-02-03,1921076.17,143444.12,1644644.91,2024-11-15,LTR/BIH/54515/2024,True,False,False,LOK|BIHAR|GAYA|MP GAYA 2|2024-02-03|1921076,1988,0.8561060387314054,-14.389396126859458,942,286,False,False,1429417.98,2271915.9109090907,1681975.1667856905,11,34.39569089511522,2937949.88,3258337.472611684,4287860.567586842,-34.6116765613442,4556857.31,5,11,[],0.0,0.0,0.0,14.468396612729357,8.39,4.03,0.0,1.24,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KARNATAKA,MP HASSAN 2,HASSAN,HASSAN DISTRICT AUTHORITY,,HASSA BLOCK,VILLAGE 349,Rural,COMPLETED,Completed,2024-02-29,780396.06,54010.26,694640.35,2024-11-23,LTR/KAR/43333/2024,True,False,False,LOK|KARNATAKA|HASSAN|MP HASSAN 2|2024-02-29|780396,1989,0.8901125795022593,-10.98874204977407,916,268,False,False,2799366.3049999997,2680856.2442857143,1283679.9973350563,14,-72.12240289503663,2743644.885,3180741.670120482,4817282.744761165,-71.55622929678087,2355189.305,4,14,[],0.0,0.0,0.0,13.567558120425176,11.63,8.41,0.0,2.0,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,UTTAR PRADESH,MP KANNAUJ 2,KANNAUJ,KANNAU DISTRICT AUTHORITY,,KANNA BLOCK,VILLAGE 86,Rural,COMPLETED,Completed,2023-06-01,262220.01,25369.52,224104.94,2023-09-23,LTR/UTT/93498/2024,True,False,False,LOK|UTTAR PRADESH|KANNAUJ|MP KANNAUJ 2|2023-06-01|262220,1990,0.8546446932101024,-14.535530678989755,1189,114,False,False,1253941.77,2567654.3816666664,2548882.22638605,6,-79.08834235580173,2476120.885,3046122.1302469135,4188613.2164513455,-89.41004812856704,1160911.695,4,6,[],0.0,0.0,0.0,12.476942976773532,31.89,9.73,0.0,4.16,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KERALA,MP VATAKARA 1,VATAKARA,VATAKA DISTRICT AUTHORITY,VATAK CITY,,,Urban,COMPLETED,Completed,2024-11-16,4643584.93,284034.4,4330166.97,2026-06-24,LTR/KER/95381/2024,True,False,False,LOK|KERALA|VATAKARA|MP VATAKARA 1|2024-11-16|4643585,1991,0.9325051733252137,-6.749482667478637,655,585,False,False,3694362.195,4206107.7,5206096.306924395,20,25.693818984091244,2616637.24,3351155.517359736,5228045.147718425,77.46384019207795,3528945.295,8,20,[],0.0,0.0,0.0,15.350997455464686,7.86,5.43,0.0,1.33,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MADHYA PRADESH,MP BHOPAL 3,BHOPAL,BHOPAL DISTRICT AUTHORITY,BHOPA CITY,,,Urban,COMPLETED,Completed,2025-11-13,3489706.27,618642.42,2978178.98,2026-08-30,LTR/MAD/89999/2024,True,False,False,LOK|MADHYA PRADESH|BHOPAL|MP BHOPAL 3|2025-11-13|3489706,1992,0.8534182391230308,-14.658176087696917,293,290,False,False,1255196.8450000002,1597227.0525,1331711.3873371584,8,178.02063747220456,2848915.535,3223814.1172865853,4269909.788665431,22.4924441292711,3489706.27,3,8,[],0.0,0.0,0.0,15.065328413869924,21.76,13.55,0.0,3.53,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KERALA,MP ATTINGAL 2,ATTINGAL,ATTING DISTRICT AUTHORITY,,ATTIN BLOCK,VILLAGE 325,Rural,COMPLETED,Completed,2025-07-02,2863643.12,372804.9,2890618.18,2026-06-01,LTR/KER/52879/2024,True,False,False,LOK|KERALA|ATTINGAL|MP ATTINGAL 2|2025-07-02|2863643,1993,1.0094198399973806,0.9419839997380698,427,334,False,False,2292273.6,2463831.882222222,1261908.1260312605,18,24.925886682985833,2616637.24,3351155.517359736,5228045.147718425,9.43982131814343,2917562.385,8,18,"[{'rule_id': 'R001', 'rule_name': 'Expenditure Exceeds Allocation', 'detection_type': 'RULE', 'severity': 'CRITICAL', 'score_contribution': 80, 'justification': 'Expenditure > allocated amount indicates either data entry error, unauthorized spending, or budget revision without proper sanctioning.', 'evidence': {'expenditure_amt': 2890618.18, 'allocated_amount': 2863643.12, 'overrun_amount': 26975.06, 'expenditure_ratio': 1.009, 'overrun_pct': 0.94}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",80.0,0.0,80.0,14.867605539565252,8.97,2.19,0.0,37.12,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ANDHRA PRADESH,MP NELLORE 1,NELLORE,NELLOR DISTRICT AUTHORITY,,NELLO BLOCK,VILLAGE 663,Rural,COMPLETED,Completed,2023-07-18,1004962.31,208444.0,1018046.31,2024-12-31,LTR/AND/53927/2024,True,False,False,LOK|ANDHRA PRADESH|NELLORE|MP NELLORE 1|2023-07-18|1004962,1994,1.0130193937322882,1.3019393732288327,1142,532,False,False,3383806.1500000004,7293322.779166666,13222977.379225,12,-70.30083091491515,2474184.48,3145127.080660066,5037652.253546427,-59.38207849400138,1129442.26,5,12,"[{'rule_id': 'R001', 'rule_name': 'Expenditure Exceeds Allocation', 'detection_type': 'RULE', 'severity': 'CRITICAL', 'score_contribution': 80, 'justification': 'Expenditure > allocated amount indicates either data entry error, unauthorized spending, or budget revision without proper sanctioning.', 'evidence': {'expenditure_amt': 1018046.31, 'allocated_amount': 1004962.31, 'overrun_amount': 13084.0, 'expenditure_ratio': 1.013, 'overrun_pct': 1.3}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",80.0,0.0,80.0,13.820461591346213,19.61,7.71,0.0,38.73,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
